cloud_cover,humidity,wind_speed,weather_code,sun_alt,moon_alt,moon_illum,visibility
94.9,77.1,38.3,2,17.09,34.17,0.028,0.05
75.4,40.0,22.6,1,73.85,-30.31,0.625,0.0
17.5,68.1,39.7,0,-48.04,65.45,0.74,62.77
97.5,81.5,0.6,48,-25.99,32.67,0.838,0.16
92.4,69.2,24.7,0,-76.69,67.82,0.964,6.96
84.7,49.5,1.7,2,-33.54,33.31,0.996,15.21
18.9,94.6,26.6,3,15.2,-51.3,0.893,0.0
86.1,24.1,27.0,0,47.53,63.91,0.022,0.19
33.2,50.2,38.8,1,-52.12,53.0,0.998,70.02
11.8,44.0,39.8,0,36.81,-19.19,0.96,0.0
20.0,55.3,4.1,2,-62.02,-10.13,0.598,0.0
53.1,89.0,25.6,0,47.7,-29.41,0.971,0.0
81.9,40.0,23.1,1,37.18,-41.5,0.433,0.0
51.8,12.1,16.9,71,-33.81,25.69,0.996,14.42
8.2,36.7,21.9,3,-9.43,10.51,0.997,84.62
33.3,68.9,25.4,3,7.49,-13.36,0.994,0.0
99.9,44.0,22.5,2,-43.22,18.59,0.479,0.04
14.7,84.1,7.8,1,-14.55,19.8,0.15,20.39
13.8,28.7,39.7,1,37.48,-13.32,0.929,0.0
82.8,79.3,29.8,0,31.39,-49.29,0.977,0.0
23.5,46.3,35.6,2,63.52,-35.63,0.609,0.0
45.9,60.7,2.2,61,41.73,-35.69,0.937,0.0
89.7,88.5,10.3,1,-43.01,-49.08,0.003,0.0
34.5,63.6,27.5,0,21.83,-28.49,0.176,0.0
38.6,65.3,33.0,63,8.08,67.09,0.308,1.51
23.0,94.6,24.7,1,3.63,58.58,0.225,7.44
90.2,30.7,24.4,61,16.41,33.24,0.228,0.06
84.6,19.3,30.1,1,42.09,71.41,0.299,0.38
16.2,68.5,19.1,2,39.26,-35.35,0.725,0.0
30.7,44.3,30.7,1,25.6,-22.66,0.175,0.0
85.8,60.7,5.7,0,-49.22,43.55,0.958,12.34
64.2,33.2,28.8,0,-20.89,-28.95,0.668,0.0
97.6,67.0,13.4,2,67.74,21.05,0.458,0.07
90.0,19.0,7.9,65,-34.62,-14.7,0.741,0.0
10.9,78.6,35.5,80,-39.78,37.68,0.997,14.01
74.0,62.8,28.5,2,-38.59,-76.75,0.276,0.0
27.1,18.2,0.4,3,-34.87,10.29,0.868,57.75
26.5,65.1,2.8,65,62.74,-30.45,0.905,0.0
75.0,91.8,18.2,80,25.0,-16.38,0.992,0.0
17.2,89.3,35.1,0,-35.64,-52.4,0.111,0.0
9.9,71.2,29.4,0,-73.9,70.82,0.999,85.09
22.9,42.2,26.8,95,-46.69,-23.52,0.235,0.0
76.9,71.0,11.9,0,74.67,59.06,0.02,0.27
32.2,24.5,25.7,0,77.89,-36.28,0.758,0.0
62.8,57.3,30.6,0,-22.01,-66.14,0.152,0.0
77.4,14.0,18.6,51,55.24,37.68,0.144,0.12
49.4,13.3,20.6,61,56.48,-34.43,0.878,0.0
74.6,94.7,38.2,0,-24.88,15.91,0.994,12.85
68.2,64.4,33.5,2,-76.38,13.91,0.729,21.06
3.1,85.6,29.1,3,9.87,-40.65,0.791,0.0
26.9,16.5,24.2,1,-21.04,67.32,0.662,57.3
96.8,75.1,8.2,2,-10.84,21.54,0.963,2.34
57.7,58.2,1.0,95,30.33,38.05,0.668,0.08
93.4,61.8,8.2,1,16.33,26.23,0.863,0.26
77.1,99.1,12.9,80,-33.94,-26.4,0.005,0.0
96.3,41.7,27.8,0,-45.05,-35.35,0.276,0.0
96.5,96.6,27.0,2,46.04,0.36,0.47,0.03
42.9,62.0,0.2,80,-42.95,43.89,0.499,6.42
25.8,72.7,32.7,51,72.97,71.06,0.001,0.26
41.4,10.0,1.0,0,-35.11,56.88,0.828,51.02
11.5,30.4,9.1,0,-65.72,41.4,0.929,83.78
97.6,80.5,37.5,0,49.5,-44.22,0.98,0.0
20.8,54.4,22.1,1,-71.04,-66.76,0.025,0.0
73.7,86.5,38.9,65,9.73,-51.3,0.316,0.0
21.5,91.3,30.1,71,12.0,29.32,0.145,0.88
98.7,43.3,18.8,95,-3.84,-12.28,0.004,0.0
53.2,11.7,38.9,61,57.09,-10.64,0.828,0.0
19.9,13.4,7.6,61,6.42,-55.0,0.658,0.0
95.7,31.6,31.9,2,-75.75,66.63,0.957,4.36
89.7,55.3,8.6,0,-27.44,-77.14,0.326,0.0
63.9,43.6,7.7,2,-55.88,-16.69,0.166,0.0
70.4,62.7,38.7,3,42.37,14.1,0.103,0.4
13.9,26.2,2.8,2,-53.33,-69.41,0.174,0.0
93.7,12.7,16.9,0,-7.1,-41.6,0.701,0.0
23.4,46.9,25.9,0,-10.84,-57.26,0.673,0.0
52.9,93.7,30.7,0,51.68,-35.16,0.885,0.0
78.4,13.8,23.9,63,-38.56,-1.07,0.127,0.0
51.3,91.1,7.6,0,34.92,-4.86,0.391,0.0
95.8,51.0,24.1,0,-44.51,83.36,0.857,3.98
58.3,81.5,27.3,1,-21.11,-8.11,0.047,0.0
0.4,22.0,36.1,1,62.54,74.27,0.037,1.45
15.6,24.8,34.5,1,-68.08,-24.21,0.146,0.0
93.3,81.8,22.2,0,20.98,-52.31,0.709,0.0
11.1,77.0,37.0,0,-67.59,-38.27,0.348,0.0
4.6,70.3,23.8,2,40.93,14.43,0.687,3.04
86.7,12.6,34.8,0,-23.22,10.66,0.977,12.08
96.7,74.2,7.4,0,-29.5,-63.11,0.399,0.0
3.1,27.6,39.0,51,62.34,-51.55,0.703,0.0
19.2,96.6,25.8,0,31.22,-69.08,0.859,0.0
99.5,96.3,10.7,2,43.99,-33.84,0.79,0.0
9.4,13.7,39.0,48,-23.29,-50.86,0.374,0.0
47.8,86.4,33.3,1,-75.05,-78.88,0.001,0.0
42.7,18.1,1.2,1,12.71,30.5,0.096,3.32
79.9,72.0,3.6,1,-4.19,-24.94,0.117,0.0
86.2,42.6,4.6,63,37.13,29.32,0.114,0.07
92.3,64.9,31.8,2,65.03,-52.83,0.986,0.0
75.4,50.6,16.4,1,26.67,43.9,0.094,0.39
4.2,97.1,17.1,0,-17.3,59.05,0.406,29.19
22.1,34.5,16.5,3,10.73,-35.75,0.399,0.0
85.3,16.3,32.0,0,-78.84,28.97,0.682,11.73
29.7,53.1,10.0,95,-58.42,77.22,0.95,3.38
66.0,15.8,18.6,0,-63.45,-19.22,0.518,0.0
18.3,98.3,0.9,0,-55.93,-74.71,0.174,0.0
26.3,28.5,7.1,3,13.47,24.62,0.015,3.47
20.9,65.7,26.1,2,-14.91,57.64,0.783,62.6
32.5,62.5,4.4,61,22.13,19.04,0.828,0.7
57.7,89.6,0.6,0,-48.69,34.54,0.465,19.0
68.2,23.9,27.6,0,0.45,-68.83,0.661,0.0
75.2,98.2,8.4,0,-49.7,61.89,0.856,12.18
86.1,79.5,12.1,0,37.82,10.73,0.088,0.14
69.4,31.7,16.7,1,-28.65,-2.18,0.915,0.0
82.6,23.9,30.0,0,-46.95,5.06,0.762,10.53
71.4,75.0,2.4,1,54.84,37.58,0.13,0.37
10.5,82.8,12.9,45,-36.85,38.74,0.438,3.88
57.7,44.5,26.0,1,13.3,54.36,0.681,6.09
76.1,60.3,5.5,2,44.0,-16.37,0.253,0.0
4.7,44.3,34.3,63,-23.87,-28.84,0.004,0.0
67.3,74.2,11.0,2,33.46,-33.32,0.892,0.0
23.8,43.1,10.9,0,44.09,-35.2,0.974,0.0
11.7,54.0,31.1,0,36.25,43.39,0.416,2.6
31.4,35.2,38.8,2,-39.36,60.65,0.67,54.19
65.5,67.5,8.8,0,-13.47,30.68,0.97,30.3
81.6,19.8,5.2,2,-53.03,4.16,0.567,6.23
81.7,74.6,27.1,1,-30.64,-34.78,0.035,0.0
19.5,13.7,39.3,51,7.02,46.66,0.46,2.72
16.8,19.7,24.8,71,51.45,51.91,0.022,0.35
1.7,60.3,0.7,2,44.55,-9.91,0.85,0.0
79.9,48.9,22.2,48,-27.04,23.64,0.543,1.38
3.7,97.9,21.7,1,-47.56,9.49,0.631,28.14
57.8,43.0,10.3,1,87.52,-49.11,0.871,0.0
88.0,62.9,11.7,65,20.3,56.63,0.281,0.07
96.1,26.5,24.5,0,-41.69,-58.48,0.135,0.0
11.7,33.6,25.1,2,39.91,6.17,0.124,1.11
85.1,72.5,2.0,0,3.87,54.61,0.285,2.49
18.2,25.1,23.7,1,63.71,-50.71,0.986,0.0
46.8,84.8,6.0,65,-20.93,-15.36,0.008,0.0
67.1,69.9,24.3,45,-22.98,54.03,0.924,2.93
23.8,46.5,36.3,2,76.05,48.07,0.083,1.25
30.4,60.4,13.1,80,61.91,-13.88,0.706,0.0
20.7,76.2,32.4,0,-54.41,45.43,0.987,61.83
92.1,92.6,26.3,1,-70.9,-71.43,0.029,0.0
24.3,19.5,35.7,3,-73.91,-78.34,0.052,0.0
40.5,40.7,37.8,3,-34.05,67.94,0.666,46.81
26.4,36.1,39.6,65,8.55,46.91,0.78,3.48
86.6,60.2,20.9,95,50.92,-53.16,0.889,0.0
8.0,55.4,38.2,95,71.05,3.14,0.401,0.07
60.6,31.1,23.7,3,53.94,-55.72,0.917,0.0
57.7,18.7,2.2,1,52.69,21.15,0.407,1.18
2.2,29.4,28.7,1,-45.05,-61.25,0.071,0.0
97.3,16.0,24.8,71,56.04,83.0,0.076,0.01
39.1,74.2,30.3,3,10.36,-25.34,0.982,0.0
93.1,27.8,16.9,0,52.37,-45.03,0.717,0.0
0.0,36.7,33.3,80,25.12,-49.1,0.734,0.0
33.2,34.0,10.1,0,75.46,-72.61,0.998,0.0
32.1,36.7,33.5,1,-60.3,-40.73,0.192,0.0
88.2,57.4,18.8,0,-75.29,14.5,0.508,6.57
49.4,67.2,4.5,80,-2.14,-22.95,0.954,0.0
83.9,52.9,31.8,0,-29.53,60.83,0.509,10.7
23.4,20.8,7.7,51,-21.98,49.09,0.468,13.81
1.7,57.7,2.7,0,-43.57,47.16,0.513,62.42
33.9,23.9,13.6,2,-45.87,42.53,0.499,41.27
87.1,55.8,21.0,80,-33.75,40.05,0.937,2.57
69.3,44.1,6.9,0,-50.39,-62.46,0.291,0.0
34.0,77.6,38.3,80,2.31,4.36,0.002,0.52
63.3,28.5,11.5,3,32.31,35.02,0.412,1.03
79.7,85.5,27.3,65,-35.0,-72.72,0.106,0.0
41.4,35.7,19.7,1,26.84,-5.98,0.958,0.0
95.7,89.6,0.4,3,-49.99,-70.46,0.157,0.0
80.5,12.9,27.8,0,-25.98,-29.02,0.003,0.0
62.4,56.0,23.3,0,-38.4,-43.23,0.009,0.0
30.7,74.7,28.4,2,1.72,-1.15,0.998,0.0
18.0,49.3,36.8,3,-25.49,-18.28,0.005,0.0
92.2,85.9,28.3,61,-41.45,58.6,0.899,1.71
12.6,71.0,7.5,0,52.5,54.98,0.345,2.0
69.4,20.1,22.4,80,38.65,-41.61,0.725,0.0
6.2,32.6,15.8,0,-15.36,57.11,0.739,75.42
39.7,56.0,34.5,95,-70.44,59.82,0.983,3.13
52.3,90.8,22.4,3,-24.6,47.22,0.957,26.67
59.7,47.5,39.8,0,6.7,41.42,0.628,5.5
85.1,16.4,14.4,0,-59.85,-31.26,0.498,0.0
11.7,48.8,18.0,0,-62.62,50.34,0.959,85.56
19.6,85.2,6.5,0,8.8,32.74,0.517,6.92
47.1,77.8,34.7,80,-29.79,-3.8,0.157,0.0
72.3,91.9,21.5,0,-4.57,-9.24,0.982,0.0
9.7,35.8,37.4,61,-12.99,-64.73,0.189,0.0
6.2,82.7,13.0,3,37.43,3.83,0.789,1.48
6.7,42.1,24.9,0,19.88,-5.68,0.977,0.0
15.8,84.1,25.4,0,3.0,38.78,0.105,8.71
25.4,77.6,15.8,48,34.51,-52.12,0.899,0.0
91.9,68.5,13.6,3,51.85,22.73,0.345,0.18
51.0,39.2,32.1,61,-12.2,-3.69,0.025,0.0
29.3,82.5,3.7,0,47.02,23.83,0.049,0.76
39.2,81.7,16.2,3,-0.11,-0.73,0.0,0.0
67.4,78.0,24.1,45,-67.28,81.16,0.985,2.54
10.2,76.1,21.9,0,-30.5,47.03,0.967,69.03
92.9,96.5,6.1,95,-70.15,75.78,0.993,0.19
40.9,13.5,7.4,0,-16.34,-42.45,0.442,0.0
85.9,41.8,39.2,80,19.14,32.22,0.015,0.04
25.7,81.0,18.3,1,-41.23,10.25,0.536,31.99
33.1,54.8,32.9,95,-12.96,18.06,0.977,3.04
26.5,87.3,36.8,2,-13.49,-29.35,0.847,0.0
85.5,79.6,32.8,2,7.44,22.32,0.882,1.87
63.3,28.4,18.5,0,40.04,38.86,0.53,1.19
49.7,80.9,34.2,95,-18.67,56.65,0.766,1.63
26.0,25.5,22.7,2,-13.97,-70.86,0.51,0.0
22.3,82.6,4.8,80,61.51,-65.24,0.8,0.0
73.9,35.6,11.7,0,-36.05,26.16,0.985,25.77
99.3,45.8,22.1,63,66.59,-67.37,0.992,0.0
56.1,70.7,24.8,80,39.99,-49.23,0.993,0.0
16.6,54.9,34.3,2,24.76,14.29,0.018,1.01
59.8,43.8,20.3,1,-42.99,10.88,0.891,34.1
22.2,76.9,31.6,2,47.25,36.08,0.034,0.84
12.8,55.5,15.6,0,18.39,-19.23,0.997,0.0
96.9,56.1,7.7,0,-24.63,29.52,0.303,1.5
8.0,36.4,17.3,65,-4.24,61.25,0.316,13.43
2.2,24.9,4.3,95,1.72,-72.33,0.397,0.0
21.2,24.1,7.1,1,-49.96,-45.56,0.456,0.0
56.4,35.5,35.0,61,40.49,26.1,0.659,0.51
7.3,95.9,21.8,0,1.93,33.69,0.082,6.67
74.8,97.5,7.4,95,53.42,59.68,0.024,0.01
27.2,21.5,18.0,0,78.21,-32.35,0.672,0.0
85.1,37.9,11.1,0,34.52,36.52,0.473,0.45
96.8,63.3,24.6,0,-65.58,15.1,0.817,2.28
63.2,25.4,25.6,80,-33.3,-10.93,0.042,0.0
52.0,14.9,19.0,0,40.54,42.68,0.166,0.9
5.5,58.0,29.0,0,-40.13,66.86,0.796,84.04
22.6,47.6,22.1,0,-13.63,-18.25,0.001,0.0
33.7,43.8,25.8,2,55.79,55.2,0.0,0.87
77.9,11.9,11.2,80,37.9,-18.12,0.713,0.0
29.8,56.4,32.1,1,35.38,-15.16,0.94,0.0
60.3,28.9,5.1,65,11.19,-48.9,0.333,0.0
73.7,14.0,32.6,1,-72.77,-76.96,0.068,0.0
59.7,70.3,27.4,71,-57.06,-55.44,0.276,0.0
33.6,95.7,0.4,0,-48.94,-27.94,0.037,0.0
31.4,39.2,11.0,1,-65.64,-49.22,0.219,0.0
79.5,59.8,31.9,0,-53.52,-56.08,0.001,0.0
46.9,68.6,7.4,0,-21.58,78.28,0.597,33.36
42.4,17.8,14.8,51,-52.0,55.91,0.67,13.0
95.5,85.1,22.9,0,-65.62,-66.58,0.163,0.0
23.0,51.3,21.9,0,16.39,21.12,0.781,3.38
76.5,86.4,2.4,0,-44.5,-71.61,0.055,0.0
0.7,48.6,4.7,0,44.28,-30.01,0.924,0.0
40.6,21.6,11.8,80,-64.99,-23.66,0.166,0.0
89.9,44.7,16.7,2,-44.73,-43.08,0.004,0.0
72.8,96.1,16.0,2,-22.15,78.77,0.694,11.51
14.0,99.8,0.6,51,11.21,-62.13,0.401,0.0
79.8,70.3,31.3,0,14.11,-79.42,0.653,0.0
64.9,84.7,28.0,45,-70.72,-72.47,0.049,0.0
8.9,87.9,3.1,0,-15.98,-44.37,0.198,0.0
46.2,93.0,38.1,1,28.85,24.69,0.771,1.29
25.2,60.2,13.7,1,-8.24,51.39,0.698,52.09
62.1,35.3,28.7,3,-25.32,42.34,0.915,37.26
7.9,39.8,5.4,95,-75.05,80.57,0.957,4.46
1.1,56.7,24.8,3,26.55,-10.32,0.125,0.0
1.4,82.7,32.5,1,54.02,-37.79,0.534,0.0
37.3,34.3,38.5,0,-43.57,80.43,0.846,58.23
49.6,81.3,21.1,1,48.77,-30.97,0.951,0.0
24.7,61.8,11.6,95,77.55,63.7,0.022,0.05
91.0,54.0,35.4,2,-63.21,-55.83,0.245,0.0
78.2,57.6,12.2,51,14.79,46.2,0.662,0.88
90.8,58.4,25.0,51,-8.52,-48.17,0.112,0.0
97.0,73.3,17.3,0,-29.08,36.65,0.592,1.86
32.2,42.0,37.1,61,15.33,-40.76,0.803,0.0
60.2,39.6,1.3,80,6.09,31.04,0.343,0.73
68.5,87.3,5.0,3,-38.67,26.55,0.852,21.02
93.5,65.8,6.6,65,70.01,65.09,0.092,0.03
49.1,43.2,20.5,0,-35.13,52.81,0.743,43.09
1.3,73.7,2.6,1,11.82,-76.42,0.702,0.0
32.5,93.6,20.6,95,-19.24,27.64,0.689,1.49
10.4,13.4,29.3,1,67.69,-33.0,0.621,0.0
50.0,50.1,36.2,48,4.87,-34.85,0.14,0.0
48.1,24.0,24.4,0,-62.12,-22.55,0.121,0.0
13.1,68.9,34.7,3,31.21,16.41,0.832,3.16
48.8,91.9,35.7,0,1.93,-14.94,0.989,0.0
27.8,15.0,36.2,0,41.7,19.96,0.255,1.47
78.6,95.5,16.8,0,-55.63,15.48,0.586,7.13
21.1,32.8,16.2,0,-44.12,-41.62,0.317,0.0
68.3,34.9,6.3,1,-25.51,26.49,0.908,29.5
27.5,54.8,5.7,48,49.32,19.96,0.176,0.12
27.1,72.6,32.8,65,46.66,-27.9,0.494,0.0
15.9,83.0,22.1,3,11.27,-37.9,0.274,0.0
79.1,59.6,3.6,61,-6.07,-49.17,0.788,0.0
67.7,52.9,34.2,0,-1.63,-11.73,0.98,0.0
32.3,52.2,4.7,95,15.62,34.77,0.269,0.08
1.9,42.7,31.9,71,13.57,32.94,0.694,4.29
33.2,14.0,0.5,1,34.84,-23.26,0.958,0.0
1.5,50.8,16.9,95,30.94,-45.12,0.961,0.0
64.4,49.0,16.3,45,59.78,48.06,0.063,0.05
97.0,99.0,33.5,48,-54.2,-55.89,0.187,0.0
21.6,26.9,7.8,0,12.23,-66.29,0.79,0.0
58.7,88.5,11.4,1,22.33,-32.19,0.778,0.0
21.5,86.7,37.8,51,15.71,-16.88,1.0,0.0
97.5,27.6,16.9,0,-12.26,63.15,0.518,1.63
96.7,77.2,6.5,0,-24.24,37.41,0.861,2.19
8.1,29.5,31.1,0,-84.68,-26.39,0.327,0.0
32.4,90.0,24.0,3,-66.1,21.19,0.577,36.36
15.0,19.7,2.6,0,-6.55,14.34,0.976,73.44
15.7,19.5,35.5,1,13.05,-35.78,0.551,0.0
81.9,66.0,37.6,80,35.66,-59.41,0.959,0.0
24.0,86.7,31.6,63,-3.04,18.62,0.041,4.43
46.5,57.2,38.7,95,75.59,46.11,0.177,0.05
24.7,56.3,13.3,3,-19.03,9.66,0.124,18.08
50.9,66.4,14.5,1,35.64,1.08,0.282,0.51
70.9,73.6,12.8,3,39.85,50.91,0.015,0.34
87.1,10.8,8.2,1,18.28,36.58,0.773,0.54
79.0,43.8,27.1,0,20.98,-13.87,0.278,0.0
88.2,11.5,9.0,1,-36.38,21.22,0.968,11.55
28.1,41.5,36.8,1,-43.84,-25.86,0.384,0.0
73.3,57.2,12.0,2,5.59,-76.68,0.615,0.0
11.1,23.2,11.0,2,-52.94,73.27,0.911,82.96
28.4,42.5,4.0,1,-7.26,-42.28,0.091,0.0
35.6,65.5,17.8,0,17.21,-51.22,0.908,0.0
82.6,60.1,23.5,1,50.96,51.93,0.38,0.44
67.2,68.2,33.2,2,30.21,35.96,0.014,0.4
4.6,87.6,25.6,2,58.19,41.88,0.146,1.35
61.4,32.3,29.4,0,1.27,64.74,0.282,7.49
26.9,79.7,10.8,61,63.39,-58.02,0.986,0.0
73.8,52.8,11.5,3,17.11,-39.61,0.922,0.0
43.4,18.4,14.6,3,-67.74,39.07,0.657,42.03
9.0,92.0,30.9,1,77.32,-87.06,0.993,0.0
51.7,23.1,33.4,0,3.95,80.56,0.508,12.8
93.8,94.2,19.1,63,26.12,34.17,0.621,0.04
94.2,45.4,13.3,2,-22.19,10.55,0.085,1.61
95.3,37.8,34.9,1,72.9,19.52,0.437,0.13
76.6,45.2,14.9,95,-40.3,22.78,0.978,1.15
10.4,83.0,10.6,1,66.53,17.64,0.218,1.22
41.0,10.4,16.6,61,14.43,-33.09,0.308,0.0
82.7,58.2,27.3,2,-15.63,-8.62,0.844,0.0
25.4,57.1,39.4,0,-5.73,-72.85,0.455,0.0
21.8,60.5,16.1,61,-48.85,41.15,0.995,21.03
88.7,19.4,27.1,0,-53.39,-21.32,0.136,0.0
26.3,27.2,39.4,3,-3.83,-0.46,0.002,0.0
20.7,48.6,6.7,48,-25.1,-38.22,0.586,0.0
42.9,62.2,18.8,1,55.04,-36.96,0.973,0.0
88.2,73.5,26.8,61,-37.54,47.65,0.465,2.0
50.4,43.2,38.8,2,-54.82,18.5,0.555,30.52
76.4,27.9,14.8,1,-38.18,11.06,0.948,20.01
69.3,39.6,12.2,3,26.1,24.58,0.003,0.39
99.5,13.9,10.5,0,48.14,-25.57,0.856,0.0
29.8,75.8,33.6,1,-14.4,32.41,0.367,29.05
15.0,93.7,31.0,0,-42.77,-9.71,0.123,0.0
43.2,71.5,10.3,80,78.75,-86.15,0.99,0.0
94.7,29.2,13.7,0,82.94,-25.51,0.699,0.0
37.5,30.7,9.5,0,50.47,61.72,0.011,0.81
15.3,58.9,8.3,95,19.14,58.05,0.118,0.07
41.8,43.8,24.4,48,-33.93,55.92,0.933,5.8
40.7,13.1,16.6,0,61.94,82.12,0.033,0.82
10.8,51.3,6.5,51,-63.02,-16.51,0.301,0.0
8.6,48.2,12.7,1,-43.45,25.29,0.941,87.31
22.2,71.9,22.9,1,28.38,47.65,0.583,2.53
76.0,29.3,19.9,0,24.62,-32.99,0.461,0.0
92.7,29.5,13.3,0,46.65,-41.45,0.896,0.0
39.0,95.2,19.4,1,-61.92,-48.15,0.039,0.0
54.5,18.8,5.6,1,31.14,-8.87,0.123,0.0
50.8,31.6,0.4,0,10.5,-49.67,0.339,0.0
68.4,34.2,9.2,2,-26.87,-43.54,0.673,0.0
56.8,75.9,30.5,2,-2.32,-36.83,0.814,0.0
70.4,85.4,24.8,51,29.19,13.22,0.036,0.09
22.0,20.0,15.1,1,77.86,-27.27,0.625,0.0
79.9,81.5,16.1,1,47.64,13.34,0.506,0.42
78.7,12.1,29.3,3,49.83,-18.8,0.313,0.0
66.2,32.3,35.8,61,-52.28,-42.51,0.028,0.0
48.4,36.4,38.4,2,17.02,28.89,0.036,0.75
43.6,37.7,17.6,0,45.19,-53.38,0.934,0.0
75.7,27.6,32.2,65,-50.73,44.7,0.997,7.64
57.0,58.8,18.3,48,-50.08,49.9,0.598,3.0
90.9,68.0,10.9,80,-8.5,43.64,0.698,1.27
22.6,43.3,4.7,1,40.71,9.29,0.735,2.17
33.7,32.7,1.0,1,-33.99,-39.74,0.625,0.0
36.8,56.6,3.9,65,43.15,39.22,0.036,0.26
45.7,88.9,7.3,2,39.11,35.77,0.001,0.51
21.1,82.9,26.6,0,39.21,11.58,0.564,1.84
56.3,78.9,14.2,1,29.97,7.72,0.889,1.05
15.5,68.3,29.7,0,-6.18,68.49,0.689,61.28
93.4,11.4,17.9,71,45.91,71.19,0.05,0.03
63.7,25.9,27.8,0,33.88,12.48,0.391,0.91
91.1,16.7,34.0,1,-52.0,26.87,0.78,7.84
84.6,80.6,11.2,2,-8.85,65.91,0.506,7.27
43.3,52.3,16.6,1,-77.45,-37.95,0.119,0.0
29.4,20.3,39.2,0,18.5,24.07,0.835,3.25
96.6,97.1,15.8,61,-34.7,-47.64,0.013,0.0
56.4,12.0,3.5,1,-68.08,-27.76,0.302,0.0
26.4,89.6,27.1,95,-2.7,-41.0,0.39,0.0
60.8,100.0,18.8,2,-43.62,38.55,0.998,21.51
46.5,48.2,27.0,0,-14.43,51.63,0.701,43.62
25.9,42.5,24.3,45,-8.01,-65.9,0.614,0.0
22.0,89.8,1.0,2,-47.8,9.49,0.427,23.38
14.1,64.7,10.6,2,-42.32,27.39,0.984,76.37
53.5,32.8,2.3,65,-23.44,21.29,0.998,13.95
69.6,45.5,0.6,0,-77.84,64.8,0.949,29.28
39.1,61.4,19.6,2,1.14,-30.9,0.935,0.0
77.2,46.6,17.2,0,-44.2,-52.24,0.43,0.0
2.8,35.3,22.2,0,83.82,-77.05,0.996,0.0
15.4,95.7,26.3,65,34.32,-27.61,0.995,0.0
9.0,87.0,29.0,0,23.36,-81.5,0.765,0.0
92.0,95.2,1.1,0,-33.74,3.5,0.895,2.03
3.6,79.6,21.9,80,48.38,-47.37,0.999,0.0
59.2,72.6,11.3,63,-3.91,-12.39,0.977,0.0
95.7,57.6,7.9,3,-34.03,-16.55,0.815,0.0
51.1,76.7,12.3,0,-17.64,-69.57,0.47,0.0
29.5,55.4,31.9,2,77.81,-31.29,0.84,0.0
76.8,43.3,3.7,1,58.92,53.82,0.002,0.29
64.2,89.1,12.2,48,48.94,-6.07,0.861,0.0
32.0,66.1,17.7,3,-7.97,4.45,0.999,30.61
23.9,41.7,32.6,45,-42.18,-45.48,0.001,0.0
31.2,75.5,16.7,0,-71.49,-64.15,0.124,0.0
39.6,96.9,22.1,2,-36.85,-32.01,0.223,0.0
25.7,56.1,25.6,2,-58.35,-38.7,0.213,0.0
29.5,98.2,22.1,1,-24.38,27.47,0.228,17.13
23.9,26.1,29.7,0,-61.09,66.9,0.826,69.49
85.9,77.4,34.9,2,-7.09,-51.31,0.736,0.0
52.5,78.9,39.2,0,25.47,46.51,0.561,1.26
43.7,64.8,5.4,51,-8.45,-60.76,0.208,0.0
52.3,40.5,20.7,2,-16.61,-48.09,0.719,0.0
3.1,18.6,26.0,71,-37.56,26.65,0.992,30.35
66.8,11.6,9.2,0,-10.83,31.71,0.946,31.88
47.6,59.2,6.0,65,6.26,-30.92,0.957,0.0
29.6,56.6,26.7,95,-66.24,-55.09,0.228,0.0
60.5,38.8,37.4,0,70.99,-77.78,0.995,0.0
82.7,78.3,38.8,45,69.48,39.45,0.305,0.03
38.9,89.9,27.0,1,-61.91,68.16,0.991,47.8
34.3,87.5,31.4,3,-50.97,48.05,0.865,46.49
20.3,83.3,7.0,0,-34.54,21.65,0.236,25.49
99.3,18.2,16.6,0,-41.94,-22.9,0.037,0.0
87.4,15.0,5.9,0,7.33,-53.63,0.85,0.0
13.9,14.9,25.8,2,-55.04,35.51,0.955,87.35
99.6,99.9,0.0,0,-48.84,-56.86,0.108,0.0
94.1,99.0,23.0,65,36.7,-36.9,0.484,0.0
93.5,58.0,39.8,3,52.49,-81.7,0.932,0.0
23.7,69.5,5.5,0,79.91,-47.11,0.894,0.0
64.4,98.9,37.5,2,-45.81,-41.74,0.03,0.0
15.8,92.2,2.0,2,-27.51,28.78,0.999,46.28
6.4,96.0,4.1,3,-29.35,-5.79,0.907,0.0
93.5,93.2,26.8,0,-24.9,51.37,0.943,3.62
52.9,91.1,6.5,0,-0.64,34.72,0.91,24.18
39.1,45.7,27.8,0,43.38,-18.02,0.404,0.0
22.4,90.0,21.1,95,29.05,-55.2,0.514,0.0
6.6,41.9,32.6,0,-86.71,43.5,0.849,86.93
72.8,68.7,6.4,1,-55.37,-77.44,0.154,0.0
53.4,13.4,31.1,1,74.39,-81.18,0.996,0.0
93.9,87.7,9.0,0,46.24,-0.9,0.773,0.0
53.3,23.1,20.1,45,30.46,-85.36,0.785,0.0
23.9,29.6,8.6,1,48.6,-7.26,0.832,0.0
68.8,28.3,37.2,2,-12.07,84.25,0.65,24.21
3.1,90.2,1.0,0,-41.37,-38.21,0.013,0.0
57.9,72.4,20.8,3,-18.76,8.49,0.993,27.7
21.7,17.4,7.7,0,26.07,21.54,0.002,0.98
79.3,85.4,0.8,0,-28.25,-30.3,0.545,0.0
11.5,51.6,8.1,65,-72.86,79.99,0.996,26.47
